,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,coordinateX-WGS84,coordinateY-WGS84,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
389,Barbastella_barbastellus,HomeRange,309,NA,NA,Min,MCP100&HomingIn,ha,14,individual,1,roost,UnitedKingdom,50.6,-3.73,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
390,Barbastella_barbastellus,HomeRange,886,NA,NA,Min,MCP100&HomingIn,ha,14,individual,1,roost,UnitedKingdom,51.05,-1.55,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
391,Plecotus_auritus,HomeRange,10.5,NA,NA,Max,MCP&Triangulation,ha,8,individual,NA,roost,Germany,NA,NA,Fuhrmann & Seitz (1992),"Fuhrmann, M., & Seitz, A. (1992). Nocturnal activity of the brown long-eared bat (Plecotus auritus L., 1758): data from radio-tracking in the Lenneberg forest near Mainz (Germany). Wildlife telemetry. Remote monitoring and tracking of animals, 538-548.",Sex_Female,Age_NA,NA
392,Plecotus_auritus,HomeRange,19.4,NA,NA,Max,MCP95&Triangulation,ha,37,individual,NA,roost,UnitedKingdom,NA,NA,Murphy et al. (2012),"Murphy SE, Greenaway F, Hill DA (2012) Patterns of habitat use by female brown long-eared bats presage negative impacts of woodland conservation management. J Zool 288:177–183.",Sex_Female,Age_Adult/Subadult,NA
393,Barbastella_barbastellus,HomeRange,56,NA,NA,Max,MCP100&HomingIn,ha,8,individual,NA,roost,Switzerland,46.05,7.06,Sierro & Arlettaz (1997),"Sierro, A., & Arlettaz, R. (1997). Barbastelle bats (Barbastella spp.) specialize in the predation of moths: implications for foraging tactics and conservation. Acta Oecologica, 18(2), 91-106.",Sex_Mixed,Age_Adult/Subadult,NA
394,Barbastella_barbastellus,HomeRange,59,NA,NA,Max,MCP100&HomingIn,ha,9,individual,NA,roost,Switzerland,46.05,7.06,Sierro (1999),"Sierro, A. (1999). Habitat selection by barbastelle bats (Barbastella barbastellus) in the Swiss Alps (Valais). Journal of Zoology, 248(4), 429-432.",Sex_Mixed,Age_Mixed,NA
395,Rhinolophus_hipposideros,HomeRange,62.7,NA,NA,Max,MCP90&Triangulation/Biangulation,ha,6,individual,1,roost,Germany,47.86,12.4,Zahn et al. (2008),"Zahn A, Holzhaider J, Kriner E, et al (2008) Foraging activity of Rhinolophus hipposideros on the island of Herrenchiemsee, Upper Bavaria. Mamm Biol 73:222–229.",Sex_Female,Age_Adult/Subadult,NA
396,Myotis_bechsteinii,HomeRange,76.2,NA,NA,Max,MCP100&Triangulation,ha,3,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
397,Myotis_bechsteinii,HomeRange,114.4,NA,NA,Max,MCP100&Triangulation,ha,9,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
398,Pipistrellus_pygmaeus,HomeRange,117,NA,NA,Max,MCP95&HomingIn/triangulation,ha,11,individual,2,roost,Czech Republic,48.57454,16.37482,Bartonicka et al. (2008),"Bartonička, T., Bielik, A., & Řehák, Z. (2008, December). Roost switching and activity patterns in the soprano pipistrelle, Pipistrellus pygmaeus, during lactation. In Annales Zoologici Fennici (Vol. 45, No. 6, pp. 503-512). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
399,Myotis_bechsteinii,HomeRange,134,NA,NA,Max,MCP100&Triangulation,ha,13,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
400,Pipistrellus_pygmaeus,HomeRange,178.7,NA,NA,Max,MCP100&HomingIn/triangulation,ha,23,individual,1,roost,UnitedKingdom,50.98,-1.71,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
401,Pipistrellus_pipistrellus,HomeRange,217.3,NA,NA,Max,MCP100&HomingIn/triangulation,ha,23,individual,3,roost,UnitedKingdom,-0.019588601,-0.578034682,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
402,Rhinolophus_hipposideros,HomeRange,258.1,NA,NA,Max,MCP&Triangulation,ha,6,individual,1,roost,UnitedKingdom,51.83014,-1.757509,Downs et al. (2016),"Downs, N. C., Cresswell, W. J., Reason, P., Sutton, G., Wells, D., Williams, L., & Wray, S. (2016). Activity patterns and use of night roosts by lesser horseshoe bats Rhinolophus hipposideros (Borkhausen, 1797). Acta Chiropterologica, 18(1), 223-237.",Sex_Male,Age_Adult/Subadult,NA
403,Rhinolophus_hipposideros,HomeRange,271.7,NA,NA,Max,MCP&Triangulation,ha,4,individual,1,roost,UnitedKingdom,51.83014,-1.757509,Downs et al. (2016),"Downs, N. C., Cresswell, W. J., Reason, P., Sutton, G., Wells, D., Williams, L., & Wray, S. (2016). Activity patterns and use of night roosts by lesser horseshoe bats Rhinolophus hipposideros (Borkhausen, 1797). Acta Chiropterologica, 18(1), 223-237.",Sex_Female,Age_Adult/Subadult,NA
404,Rhinolophus_hipposideros,HomeRange,310.81,NA,NA,Max,MCP&Triangulation,ha,15,individual,1,roost,UnitedKingdom,51.83014,-1.757509,Downs et al. (2016),"Downs, N. C., Cresswell, W. J., Reason, P., Sutton, G., Wells, D., Williams, L., & Wray, S. (2016). Activity patterns and use of night roosts by lesser horseshoe bats Rhinolophus hipposideros (Borkhausen, 1797). Acta Chiropterologica, 18(1), 223-237.",Sex_Mixed,Age_Adult/Subadult,NA
405,Myotis_mystacinus,HomeRange,788,NA,NA,Max,MCP100&Triangulation,ha,13,individual,1,roost,Ireland,51.85,-8.89,Buckley et al. (2013),"Buckley, D. J., Lundy, M. G., Boston, E. S., Scott, D. D., Gager, Y., Prodöhl, P., ... & Teeling, E. C. (2013). The spatial ecology of the whiskered bat (Myotis mystacinus) at the western extreme of its range provides evidence of regional adaptation. Mammalian Biology, 78(3), 198-204.",Sex_Female,Age_Adult/Subadult,NA
406,Barbastella_barbastellus,HomeRange,1808,NA,NA,Max,MCP100&HomingIn,ha,14,individual,1,roost,UnitedKingdom,50.6,-3.73,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
407,Barbastella_barbastellus,HomeRange,2289,NA,NA,Max,MCP100&HomingIn,ha,14,individual,1,roost,UnitedKingdom,51.05,-1.55,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
408,Rhinolophus_ferrumequinum,HomeRange,2525,NA,NA,Max,MCP100&Triangulation,ha,7,individual,1,roost,Luxembourg,49.53,6.35,Dietz et al. (2013),"Dietz, M., Pir, J. B., & Hillen, J. (2013). Does the survival of greater horseshoe bats and Geoffroy’s bats in Western Europe depend on traditional cultural landscapes?. Biodiversity and conservation, 22(13-14), 3007-3025.",Sex_Mixed,Age_Juvenile,NA
409,Myotis_emarginatus,HomeRange,2525,NA,NA,Max,MCP100&Triangulation,ha,12,individual,2,roost,Luxembourg,49.53/49.71,06.35/06.11,Dietz et al. (2013),"Dietz, M., Pir, J. B., & Hillen, J. (2013). Does the survival of greater horseshoe bats and Geoffroy’s bats in Western Europe depend on traditional cultural landscapes?. Biodiversity and conservation, 22(13-14), 3007-3025.",Sex_Female,Age_Adult/Subadult,NA
410,Rhinolophus_ferrumequinum,HomeRange,5951,NA,NA,Max,MCP100&Triangulation,ha,7,individual,1,roost,Luxembourg,49.53,6.35,Dietz et al. (2013),"Dietz, M., Pir, J. B., & Hillen, J. (2013). Does the survival of greater horseshoe bats and Geoffroy’s bats in Western Europe depend on traditional cultural landscapes?. Biodiversity and conservation, 22(13-14), 3007-3025.",Sex_Female,Age_Adult/Subadult,NA
411,Eptesicus_nilssonii,HomeRange,6600,NA,NA,Max,MCP&Unknown,ha,14,individual,1,roost,Sweden,59.81,17.25,DE JONG (1994),"De Jong, J. (1994). Habitat use, home-range and activity pattern of the northern bat, Eptesicus nilssoni, in a hemiboreal coniferous forest. Mammalia, 58(4), 535-548.",Sex_Female,Age_Adult/Subadult,NA
412,Myotis_bechsteinii,HomeRange,0.3,NA,NA,Min,Kernel95&HomingIn,ha,28,individual,1,roost,Spain,42.88,-2.16,Napal et al. (2013),"Napal M, Garin I, Goiti U, et al (2013) Past deforestation of Mediterranean Europe explains the present distribution of the strict forest dweller Myotis bechsteinii. For Ecol Manage 293:161–170.",Sex_Female,Age_Adult/Subadult,NA
413,Myotis_bechsteinii,HomeRange,0.3,NA,NA,Min,Kernel95&HomingIn,ha,20,individual,1,roost,Spain,42.88,-2.16,Napal et al. (2013),"Napal M, Garin I, Goiti U, et al (2013) Past deforestation of Mediterranean Europe explains the present distribution of the strict forest dweller Myotis bechsteinii. For Ecol Manage 293:161–170.",Sex_Female,Age_Adult/Subadult,NA
414,Plecotus_auritus,HomeRange,1.1,NA,NA,Min,Kernel95&Triangulation,ha,37,individual,NA,roost,UnitedKingdom,NA,NA,Murphy et al. (2012),"Murphy SE, Greenaway F, Hill DA (2012) Patterns of habitat use by female brown long-eared bats presage negative impacts of woodland conservation management. J Zool 288:177–183.",Sex_Female,Age_Adult/Subadult,NA
415,Pipistrellus_pygmaeus,HomeRange,2.87,NA,NA,Min,Kernel90&HomingIn/triangulation,ha,23,individual,1,roost,UnitedKingdom,50.98,-1.71,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
416,Myotis_bechsteinii,HomeRange,6.5,NA,NA,Min,Kernel95&Triangulation,ha,9,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
417,Pipistrellus_pipistrellus,HomeRange,7.12,NA,NA,Min,Kernel90&HomingIn/triangulation,ha,23,individual,3,roost,UnitedKingdom,-0.019588601,-0.578034682,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
418,Myotis_bechsteinii,HomeRange,9.1,NA,NA,Min,Kernel95&Triangulation,ha,13,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
419,Myotis_bechsteinii,HomeRange,12.8,NA,NA,Min,Kernel95&Triangulation,ha,3,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
420,Pipistrellus_pygmaeus,HomeRange,7.81,NA,NA,Max,Kernel90&HomingIn/triangulation,ha,23,individual,1,roost,UnitedKingdom,50.98,-1.71,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
421,Plecotus_auritus,HomeRange,10.9,NA,NA,Max,Kernel95&Triangulation,ha,37,individual,NA,roost,UnitedKingdom,NA,NA,Murphy et al. (2012),"Murphy SE, Greenaway F, Hill DA (2012) Patterns of habitat use by female brown long-eared bats presage negative impacts of woodland conservation management. J Zool 288:177–183.",Sex_Female,Age_Adult/Subadult,NA
422,Pipistrellus_pipistrellus,HomeRange,18.51,NA,NA,Max,Kernel90&HomingIn/triangulation,ha,23,individual,3,roost,UnitedKingdom,-0.019588601,-0.578034682,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
423,Myotis_bechsteinii,HomeRange,19.7,NA,NA,Max,Kernel95&Triangulation,ha,3,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
424,Myotis_bechsteinii,HomeRange,27.5,NA,NA,Max,Kernel95&HomingIn,ha,20,individual,1,roost,Spain,42.88,-2.16,Napal et al. (2013),"Napal M, Garin I, Goiti U, et al (2013) Past deforestation of Mediterranean Europe explains the present distribution of the strict forest dweller Myotis bechsteinii. For Ecol Manage 293:161–170.",Sex_Female,Age_Adult/Subadult,NA
425,Myotis_bechsteinii,HomeRange,35.2,NA,NA,Max,Kernel95&Triangulation,ha,9,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
426,Myotis_bechsteinii,HomeRange,54.1,NA,NA,Max,Kernel95&Triangulation,ha,13,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
427,Myotis_bechsteinii,HomeRange,92.5,NA,NA,Max,Kernel95&HomingIn,ha,28,individual,1,roost,Spain,42.88,-2.16,Napal et al. (2013),"Napal M, Garin I, Goiti U, et al (2013) Past deforestation of Mediterranean Europe explains the present distribution of the strict forest dweller Myotis bechsteinii. For Ecol Manage 293:161–170.",Sex_Female,Age_Adult/Subadult,NA
428,Barbastella_barbastellus,MaxNightlyDistance,2404.25,665.36,0.28,Mean,NA&Triangulation,m,4,individual,14,roost,Germany,NA,NA,Hillen et al. (2013),"Hillen, J., & Veith, M. (2013). Resource partitioning in three syntopic forest-dwelling European bat species (Chiroptera: Vespertilionidae). mammalia, 77(1), 71-80.",Sex_Mixed,Age_Adult/Subadult,NA
429,Myotis_bechsteinii,MaxNightlyDistance,1351.71,643.95,0.48,Mean,NA&Triangulation,m,7,individual,22,roost,Germany,NA,NA,Hillen et al. (2013),"Hillen, J., & Veith, M. (2013). Resource partitioning in three syntopic forest-dwelling European bat species (Chiroptera: Vespertilionidae). mammalia, 77(1), 71-80.",Sex_Mixed,Age_Adult/Subadult,NA
430,Plecotus_auritus,MaxNightlyDistance,1937,741.35,0.38,Mean,NA&Triangulation,m,4,individual,18,roost,Germany,NA,NA,Hillen et al. (2013),"Hillen, J., & Veith, M. (2013). Resource partitioning in three syntopic forest-dwelling European bat species (Chiroptera: Vespertilionidae). mammalia, 77(1), 71-80.",Sex_Mixed,Age_Adult/Subadult,NA
431,Pipistrellus_pipistrellus,HomeRange,207.2,99.1,0.48,Mean,MCP100&HomingIn,ha,14,individual,1,roost,UnitedKingdom,57.255576,-2.486051,Nicholls et al. (2006),"Nicholls B, Racey PA, A. Racey P (2006) Habitat selection as a mechanism of resource partitioning in two cryptic bat species Pipistrellus pipistrellus and Pipistrellus pygmaeus. Ecography (Cop) 29:697–708.",Sex_Female,Age_Adult/Subadult,NA
432,Pipistrellus_pipistrellus,HomeRange,27.4,20.9,0.76,Mean,Kernel75&HomingIn,ha,14,individual,1,roost,UnitedKingdom,57.255576,-2.486051,Nicholls et al. (2006),"Nicholls B, Racey PA, A. Racey P (2006) Habitat selection as a mechanism of resource partitioning in two cryptic bat species Pipistrellus pipistrellus and Pipistrellus pygmaeus. Ecography (Cop) 29:697–708.",Sex_Female,Age_Adult/Subadult,NA
433,Pipistrellus_pipistrellus,MaxNightlyDistance,2613.07,713.01,0.27,Mean,NA&HomingIn,m,14,individual,1,roost,UnitedKingdom,57.255576,-2.486051,Nicholls et al. (2006),"Nicholls B, Racey PA, A. Racey P (2006) Habitat selection as a mechanism of resource partitioning in two cryptic bat species Pipistrellus pipistrellus and Pipistrellus pygmaeus. Ecography (Cop) 29:697–708.",Sex_Female,Age_Adult/Subadult,NA
434,Pipistrellus_pipistrellus,MeanNightlyDistance,1440,550,0.38,Mean,NA&HomingIn,m,14,individual,1,roost,UnitedKingdom,57.255576,-2.486051,Nicholls et al. (2006),"Nicholls B, Racey PA, A. Racey P (2006) Habitat selection as a mechanism of resource partitioning in two cryptic bat species Pipistrellus pipistrellus and Pipistrellus pygmaeus. Ecography (Cop) 29:697–708.",Sex_Female,Age_Adult/Subadult,NA
435,Pipistrellus_pipistrellus,HomeRange,1526,NA,NA,Cumulated,MCP100&HomingIn,ha,14,individual,1,roost,UnitedKingdom,57.255576,-2.486051,Nicholls et al. (2006),"Nicholls B, Racey PA, A. Racey P (2006) Habitat selection as a mechanism of resource partitioning in two cryptic bat species Pipistrellus pipistrellus and Pipistrellus pygmaeus. Ecography (Cop) 29:697–708.",Sex_Female,Age_Adult/Subadult,NA
436,Barbastella_barbastellus,PropFlightAtHeight,0,NA,NA,NA,prediction,%,6798,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
437,Eptesicus_serotinus,PropFlightAtHeight,6,NA,NA,NA,prediction,%,13309,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
438,Hypsugo_savii,PropFlightAtHeight,23,NA,NA,NA,prediction,%,8252,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
439,Miniopterus_schreibersii,PropFlightAtHeight,1,NA,NA,NA,prediction,%,1835,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
440,Myotis_bechsteinii,PropFlightAtHeight,0,NA,NA,NA,prediction,%,16560,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",M.bechsteinii/M.daubentonii/M.nattereri_pooled_together_due_to_uncertainties_in_call_identification,NA,NA
441,Myotis_blythii,PropFlightAtHeight,2,NA,NA,NA,prediction,%,1213,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",M.myotis/M.blythii_pooled_together_due_to_uncertainties_in_call_identification,NA,NA
442,Myotis_daubentonii,PropFlightAtHeight,0,NA,NA,NA,prediction,%,16560,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",M.bechsteinii/M.daubentonii/M.nattereri_pooled_together_due_to_uncertainties_in_call_identification,NA,NA
443,Myotis_myotis,PropFlightAtHeight,2,NA,NA,NA,prediction,%,1213,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",M.myotis/M.blythii_pooled_together_due_to_uncertainties_in_call_identification,NA,NA
444,Myotis_nattereri,PropFlightAtHeight,0,NA,NA,NA,prediction,%,16560,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",M.bechsteinii/M.daubentonii/M.nattereri_pooled_together_due_to_uncertainties_in_call_identification,NA,NA
445,Nyctalus_lasiopterus,PropFlightAtHeight,72,NA,NA,NA,prediction,%,49,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
446,Nyctalus_leisleri,PropFlightAtHeight,49,NA,NA,NA,prediction,%,27204,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
447,Nyctalus_noctula,PropFlightAtHeight,31,NA,NA,NA,prediction,%,4845,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
448,Pipistrellus_kuhlii,PropFlightAtHeight,10,NA,NA,NA,prediction,%,56011,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
449,Pipistrellus_nathusii,PropFlightAtHeight,19,NA,NA,NA,prediction,%,10832,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
450,Pipistrellus_pipistrellus,PropFlightAtHeight,8,NA,NA,NA,prediction,%,403619,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
451,Pipistrellus_pygmaeus,PropFlightAtHeight,4,NA,NA,NA,prediction,%,10709,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
452,Plecotus_auritus,PropFlightAtHeight,0,NA,NA,NA,prediction,%,7736,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
453,Plecotus_austriacus,PropFlightAtHeight,0,NA,NA,NA,prediction,%,7736,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
454,Rhinolophus_ferrumequinum,PropFlightAtHeight,0,NA,NA,NA,prediction,%,218,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
455,Rhinolophus_hipposideros,PropFlightAtHeight,0,NA,NA,NA,prediction,%,14,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
456,Tadarida_teniotis,PropFlightAtHeight,48,NA,NA,NA,prediction,%,16671,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
457,Vespertilio_murinus,PropFlightAtHeight,86,NA,NA,NA,prediction,%,72,flight,NA,NA,France&Belgium,NA,NA,Roemer et al. (2019),"Roemer, C., Coulon, A., Disca, T. & Bas, Y. (2019) Bat sonar and wing morphology predict species vertical niche. The Journal of the Acoustical Society of America, 145, 3242-3251.",NA,NA,NA
458,Rhinolophus_blasii,MaxRecordedMovement,7,NA,NA,NA,banding_data,km,NA,NA,NA,NA,Europe,NA,NA,Hutterer et al. (2005),"Hutterer, R., Ivanova, T., Meyer Cords, C. & Rodrigues, L. (2005). Bat migrations in Europe: a review of banding data and literature. Naturschutz und Biologische Vielfalt, 28, pp 161.",Caution: distance recorded is different from true distance,NA,NA
